,cluster,individual,value
1664,7,187,0
1665,7,188,16
1666,7,189,0
1667,7,190,7
1668,7,191,6
1669,7,192,0
1670,7,193,0
1671,7,194,0
1672,7,195,7
1673,7,196,0
1674,7,197,0
1675,7,198,1
1676,7,199,14
1677,7,200,0
1678,7,201,0
1679,7,202,0
1680,7,203,1
1681,7,204,0
1682,7,205,0
1683,7,206,0
1684,7,207,11
1685,7,208,0
1686,7,209,0
1687,7,210,7
1688,8,0,0
1689,8,1,0
1690,8,2,14
1691,8,3,0
1692,8,4,0
1693,8,5,0
1694,8,6,0
1695,8,7,18
1696,8,8,0
1697,8,9,0
1698,8,10,4
1699,8,11,0
1700,8,12,0
1701,8,13,0
1702,8,14,0
1703,8,15,0
1704,8,16,0
1705,8,17,7
1706,8,18,0
1707,8,19,0
1708,8,20,0
1709,8,21,0
1710,8,22,3
1711,8,23,7
1712,8,24,0
1713,8,25,0
1714,8,26,0
1715,8,27,20
1716,8,28,0
1717,8,29,0
1718,8,30,0
1719,8,31,12
1720,8,32,0
1721,8,33,0
1722,8,34,0
1723,8,35,0
1724,8,36,24
1725,8,37,0
1726,8,38,0
1727,8,39,15
1728,8,40,10
1729,8,41,17
1730,8,42,0
1731,8,43,6
1732,8,44,0
1733,8,45,8
1734,8,46,0
1735,8,47,0
1736,8,48,0
1737,8,49,12
1738,8,50,0
1739,8,51,0
1740,8,52,7
1741,8,53,5
1742,8,54,11
1743,8,55,0
1744,8,56,17
1745,8,57,0
1746,8,58,12
1747,8,59,0
1748,8,60,0
1749,8,61,10
1750,8,62,0
1751,8,63,0
1752,8,64,0
1753,8,65,0
1754,8,66,0
1755,8,67,0
1756,8,68,0
1757,8,69,0
1758,8,70,0
1759,8,71,0
1760,8,72,7
1761,8,73,0
1762,8,74,0
1763,8,75,0
1764,8,76,0
1765,8,77,0
1766,8,78,0
1767,8,79,0
1768,8,80,0
1769,8,81,12
1770,8,82,0
1771,8,83,0
1772,8,84,0
1773,8,85,0
1774,8,86,0
1775,8,87,0
1776,8,88,0
1777,8,89,0
1778,8,90,0
1779,8,91,0
1780,8,92,0
1781,8,93,0
1782,8,94,0
1783,8,95,0
1784,8,96,0
1785,8,97,0
1786,8,98,0
1787,8,99,0
1788,8,100,0
1789,8,101,0
1790,8,102,0
1791,8,103,0
1792,8,104,5
1793,8,105,0
1794,8,106,0
1795,8,107,0
1796,8,108,0
1797,8,109,0
1798,8,110,9
1799,8,111,0
1800,8,112,0
1801,8,113,0
1802,8,114,0
1803,8,115,0
1804,8,116,0
1805,8,117,0
1806,8,118,0
1807,8,119,16
1808,8,120,0
1809,8,121,0
1810,8,122,0
1811,8,123,0
1812,8,124,0
1813,8,125,0
1814,8,126,0
1815,8,127,0
1816,8,128,0
1817,8,129,5
1818,8,130,0
1819,8,131,0
1820,8,132,0
1821,8,133,5
1822,8,134,0
1823,8,135,0
1824,8,136,0
1825,8,137,0
1826,8,138,0
1827,8,139,5
1828,8,140,0
1829,8,141,0
1830,8,142,0
1831,8,143,15
1832,8,144,0
1833,8,145,0
1834,8,146,0
1835,8,147,0
1836,8,148,0
1837,8,149,0
1838,8,150,0
1839,8,151,0
1840,8,152,0
1841,8,153,0
1842,8,154,0
1843,8,155,0
1844,8,156,6
1845,8,157,0
1846,8,158,0
1847,8,159,0
1848,8,160,0
1849,8,161,0
1850,8,162,0
1851,8,163,6
1852,8,164,0
1853,8,165,3
1854,8,166,0
1855,8,167,0
1856,8,168,9
1857,8,169,0
1858,8,170,0
1859,8,171,0
1860,8,172,0
1861,8,173,0
1862,8,174,0
1863,8,175,0
1864,8,176,0
1865,8,177,0
1866,8,178,0
1867,8,179,0
1868,8,180,0
1869,8,181,0
1870,8,182,16
1871,8,183,0
1872,8,184,3
1873,8,185,0
1874,8,186,0
1875,8,187,0
1876,8,188,0
1877,8,189,0
1878,8,190,0
1879,8,191,0
1880,8,192,0
1881,8,193,0
1882,8,194,0
1883,8,195,14
1884,8,196,0
1885,8,197,0
1886,8,198,0
1887,8,199,0
1888,8,200,0
1889,8,201,0
1890,8,202,0
1891,8,203,0
1892,8,204,0
1893,8,205,3
1894,8,206,0
1895,8,207,0
1896,8,208,0
1897,8,209,0
1898,8,210,0
1899,9,0,0
1900,9,1,0
1901,9,2,0
1902,9,3,0
1903,9,4,0
1904,9,5,0
1905,9,6,0
1906,9,7,0
1907,9,8,12
1908,9,9,0
1909,9,10,0
1910,9,11,0
1911,9,12,14
1912,9,13,0
1913,9,14,0
1914,9,15,0
1915,9,16,0
1916,9,17,0
1917,9,18,0
1918,9,19,22
1919,9,20,0
1920,9,21,0
1921,9,22,9
1922,9,23,0
1923,9,24,0
1924,9,25,4
1925,9,26,0
1926,9,27,0
1927,9,28,0
1928,9,29,14
1929,9,30,0
1930,9,31,0
1931,9,32,0
1932,9,33,0
1933,9,34,0
1934,9,35,0
1935,9,36,0
1936,9,37,0
1937,9,38,0
1938,9,39,9
1939,9,40,0
1940,9,41,0
1941,9,42,0
1942,9,43,0
1943,9,44,13
1944,9,45,0
1945,9,46,0
1946,9,47,0
1947,9,48,0
1948,9,49,0
1949,9,50,0
1950,9,51,0
1951,9,52,0
1952,9,53,14
1953,9,54,9
1954,9,55,0
1955,9,56,0
1956,9,57,0
1957,9,58,4
1958,9,59,0
1959,9,60,0
1960,9,61,0
1961,9,62,20
1962,9,63,0
1963,9,64,0
1964,9,65,0
1965,9,66,0
1966,9,67,0
1967,9,68,8
1968,9,69,0
1969,9,70,7
1970,9,71,0
1971,9,72,8
1972,9,73,0
1973,9,74,0
1974,9,75,0
1975,9,76,0
1976,9,77,0
1977,9,78,0
1978,9,79,0
1979,9,80,0
1980,9,81,0
1981,9,82,0
1982,9,83,0
1983,9,84,0
1984,9,85,0
1985,9,86,0
1986,9,87,0
1987,9,88,0
1988,9,89,0
1989,9,90,0
1990,9,91,16
1991,9,92,0
1992,9,93,4
1993,9,94,0
1994,9,95,0
1995,9,96,0
1996,9,97,0
1997,9,98,0
1998,9,99,0
1999,9,100,0
2000,9,101,0
2001,9,102,0
2002,9,103,0
2003,9,104,0
2004,9,105,0
2005,9,106,12
2006,9,107,0
2007,9,108,0
2008,9,109,0
2009,9,110,0
2010,9,111,0
2011,9,112,1
2012,9,113,0
2013,9,114,0
2014,9,115,0
2015,9,116,0
2016,9,117,0
2017,9,118,0
2018,9,119,0
2019,9,120,0
2020,9,121,0
2021,9,122,0
2022,9,123,0
2023,9,124,0
2024,9,125,0
2025,9,126,0
2026,9,127,0
2027,9,128,0
2028,9,129,0
2029,9,130,0
2030,9,131,0
2031,9,132,3
2032,9,133,0
2033,9,134,0
2034,9,135,0
2035,9,136,0
2036,9,137,0
2037,9,138,14
2038,9,139,0
2039,9,140,1
2040,9,141,0
2041,9,142,9
2042,9,143,0
2043,9,144,0
2044,9,145,0
2045,9,146,0
2046,9,147,0
2047,9,148,0
2048,9,149,7
2049,9,150,0
2050,9,151,0
2051,9,152,0
2052,9,153,10
2053,9,154,4
2054,9,155,0
2055,9,156,0
2056,9,157,1
2057,9,158,0
2058,9,159,0
2059,9,160,0
2060,9,161,0
2061,9,162,0
2062,9,163,0
2063,9,164,0
2064,9,165,0
2065,9,166,0
2066,9,167,0
2067,9,168,0
2068,9,169,6
2069,9,170,0
2070,9,171,0
2071,9,172,0
2072,9,173,0
2073,9,174,0
2074,9,175,0
2075,9,176,0
2076,9,177,0
2077,9,178,0
2078,9,179,0
2079,9,180,0
2080,9,181,0
2081,9,182,0
2082,9,183,0
2083,9,184,0
2084,9,185,0
2085,9,186,0
2086,9,187,0
2087,9,188,0
2088,9,189,0
2089,9,190,0
2090,9,191,0
2091,9,192,0
2092,9,193,2
2093,9,194,0
2094,9,195,0
2095,9,196,0
2096,9,197,10
2097,9,198,0
2098,9,199,19
2099,9,200,0
2100,9,201,0
2101,9,202,0
2102,9,203,0
2103,9,204,0
2104,9,205,0
2105,9,206,14
2106,9,207,0
2107,9,208,0
2108,9,209,0
2109,9,210,15
2110,10,0,0
2111,10,1,0
2112,10,2,0
2113,10,3,0
2114,10,4,0
2115,10,5,0
2116,10,6,0
2117,10,7,9
2118,10,8,0
2119,10,9,19
2120,10,10,0
2121,10,11,0
2122,10,12,0
2123,10,13,0
2124,10,14,10
2125,10,15,0
2126,10,16,0
2127,10,17,0
2128,10,18,0
2129,10,19,7
2130,10,20,0
2131,10,21,0
2132,10,22,12
2133,10,23,0
2134,10,24,0
2135,10,25,12
2136,10,26,0
2137,10,27,0
2138,10,28,0
2139,10,29,3
2140,10,30,0
2141,10,31,11
2142,10,32,0
2143,10,33,0
2144,10,34,0
2145,10,35,0
2146,10,36,0
2147,10,37,0
2148,10,38,4
2149,10,39,0
2150,10,40,0
2151,10,41,0
2152,10,42,0
2153,10,43,0
2154,10,44,0
2155,10,45,0
2156,10,46,0
2157,10,47,0
2158,10,48,6
2159,10,49,0
2160,10,50,0
2161,10,51,15
2162,10,52,0
2163,10,53,0
2164,10,54,0
2165,10,55,0
2166,10,56,0
2167,10,57,14
2168,10,58,0
2169,10,59,11
2170,10,60,0
2171,10,61,0
2172,10,62,6
2173,10,63,0
2174,10,64,0
2175,10,65,0
2176,10,66,0
2177,10,67,5
2178,10,68,0
2179,10,69,0
2180,10,70,13
2181,10,71,11
2182,10,72,1
2183,10,73,0
2184,10,74,0
2185,10,75,0
2186,10,76,0
2187,10,77,0
2188,10,78,6
2189,10,79,0
2190,10,80,10
2191,10,81,0
2192,10,82,0
2193,10,83,0
2194,10,84,0
2195,10,85,0
2196,10,86,0
2197,10,87,0
2198,10,88,0
2199,10,89,0
2200,10,90,0
2201,10,91,0
2202,10,92,12
2203,10,93,0
2204,10,94,0
2205,10,95,16
2206,10,96,0
2207,10,97,0
2208,10,98,0
2209,10,99,0
2210,10,100,0
2211,10,101,0
2212,10,102,0
2213,10,103,0
2214,10,104,0
2215,10,105,0
2216,10,106,0
2217,10,107,0
2218,10,108,0
2219,10,109,0
2220,10,110,0
2221,10,111,0
2222,10,112,0
2223,10,113,0
2224,10,114,0
2225,10,115,0
2226,10,116,0
2227,10,117,8
2228,10,118,0
2229,10,119,25
2230,10,120,0
2231,10,121,0
2232,10,122,0
2233,10,123,0
2234,10,124,0
2235,10,125,0
2236,10,126,0
2237,10,127,0
2238,10,128,0
2239,10,129,0
2240,10,130,0
2241,10,131,0
2242,10,132,2
2243,10,133,0
2244,10,134,0
2245,10,135,12
2246,10,136,0
2247,10,137,0
2248,10,138,0
2249,10,139,12
2250,10,140,16
2251,10,141,0
2252,10,142,3
2253,10,143,12
2254,10,144,0
2255,10,145,0
2256,10,146,0
2257,10,147,0
2258,10,148,0
2259,10,149,9
2260,10,150,0
2261,10,151,0
2262,10,152,4
2263,10,153,0
2264,10,154,0
2265,10,155,0
2266,10,156,0
2267,10,157,0
2268,10,158,0
2269,10,159,13
2270,10,160,0
2271,10,161,4
2272,10,162,20
2273,10,163,0
2274,10,164,0
2275,10,165,0
2276,10,166,0
2277,10,167,2
2278,10,168,0
2279,10,169,0
2280,10,170,18
2281,10,171,23
2282,10,172,0
2283,10,173,0
2284,10,174,0
2285,10,175,0
2286,10,176,0
2287,10,177,0
2288,10,178,0
2289,10,179,0
2290,10,180,0
2291,10,181,0
2292,10,182,11
2293,10,183,0
2294,10,184,0
2295,10,185,0
2296,10,186,0
2297,10,187,0
2298,10,188,11
2299,10,189,0
2300,10,190,0
2301,10,191,0
2302,10,192,8
2303,10,193,0
2304,10,194,0
2305,10,195,0
2306,10,196,0
2307,10,197,0
2308,10,198,0
2309,10,199,19
2310,10,200,0
2311,10,201,0
2312,10,202,0
2313,10,203,0
2314,10,204,0
2315,10,205,12
2316,10,206,0
2317,10,207,0
2318,10,208,0
2319,10,209,15
2320,10,210,0
2321,11,0,4
2322,11,1,0
2323,11,2,0
2324,11,3,0
2325,11,4,0
2326,11,5,0
2327,11,6,0
2328,11,7,0
2329,11,8,0
2330,11,9,8
2331,11,10,4
2332,11,11,4
2333,11,12,0
2334,11,13,0
2335,11,14,0
2336,11,15,0
2337,11,16,0
2338,11,17,0
2339,11,18,0
2340,11,19,0
2341,11,20,0
2342,11,21,8
2343,11,22,0
2344,11,23,0
2345,11,24,0
2346,11,25,0
2347,11,26,0
2348,11,27,0
2349,11,28,0
2350,11,29,0
2351,11,30,0
2352,11,31,0
2353,11,32,0
2354,11,33,0
2355,11,34,0
2356,11,35,0
2357,11,36,14
2358,11,37,0
2359,11,38,0
2360,11,39,0
2361,11,40,10
2362,11,41,0
2363,11,42,0
2364,11,43,0
2365,11,44,0
2366,11,45,0
2367,11,46,0
2368,11,47,0
2369,11,48,0
2370,11,49,0
2371,11,50,0
2372,11,51,19
2373,11,52,0
2374,11,53,0
2375,11,54,0
2376,11,55,0
2377,11,56,0
2378,11,57,0
2379,11,58,0
2380,11,59,0
2381,11,60,8
2382,11,61,0
2383,11,62,1
2384,11,63,0
2385,11,64,0
2386,11,65,0
2387,11,66,0
2388,11,67,17
2389,11,68,0
2390,11,69,4
2391,11,70,0
2392,11,71,0
2393,11,72,0
2394,11,73,0
2395,11,74,10
2396,11,75,0
2397,11,76,0
2398,11,77,0
2399,11,78,2
2400,11,79,0
2401,11,80,0
2402,11,81,0
2403,11,82,0
2404,11,83,0
2405,11,84,0
2406,11,85,0
2407,11,86,0
2408,11,87,0
2409,11,88,17
2410,11,89,26
2411,11,90,0
2412,11,91,15
2413,11,92,10
2414,11,93,0
2415,11,94,0
2416,11,95,15
2417,11,96,0
2418,11,97,0
2419,11,98,0
2420,11,99,0
2421,11,100,0
2422,11,101,0
2423,11,102,0
2424,11,103,0
2425,11,104,0
2426,11,105,0
2427,11,106,11
2428,11,107,0
2429,11,108,0
2430,11,109,0
2431,11,110,0
2432,11,111,0
2433,11,112,20
2434,11,113,0
2435,11,114,0
2436,11,115,0
2437,11,116,2
2438,11,117,0
2439,11,118,0
2440,11,119,0
2441,11,120,19
2442,11,121,0
2443,11,122,0
2444,11,123,0
2445,11,124,0
2446,11,125,0
2447,11,126,0
2448,11,127,0
2449,11,128,0
2450,11,129,0
2451,11,130,0
2452,11,131,0
2453,11,132,1
2454,11,133,0
2455,11,134,5
2456,11,135,0
2457,11,136,0
2458,11,137,0
2459,11,138,0
2460,11,139,0
2461,11,140,0
2462,11,141,0
2463,11,142,0
2464,11,143,7
2465,11,144,16
2466,11,145,0
2467,11,146,3
2468,11,147,0
2469,11,148,0
2470,11,149,0
2471,11,150,0
2472,11,151,0
2473,11,152,0
2474,11,153,0
2475,11,154,0
2476,11,155,0
2477,11,156,0
2478,11,157,0
2479,11,158,23
2480,11,159,0
2481,11,160,0
2482,11,161,0
2483,11,162,0
2484,11,163,0
2485,11,164,0
2486,11,165,0
2487,11,166,0
2488,11,167,0
2489,11,168,0
2490,11,169,9
2491,11,170,2
2492,11,171,0
2493,11,172,17
2494,11,173,0
2495,11,174,0
2496,11,175,0
2497,11,176,0
2498,11,177,0
2499,11,178,0
2500,11,179,0
2501,11,180,0
2502,11,181,0
2503,11,182,0
2504,11,183,0
2505,11,184,0
2506,11,185,0
2507,11,186,0
2508,11,187,0
2509,11,188,0
2510,11,189,0
2511,11,190,0
2512,11,191,0
2513,11,192,0
2514,11,193,0
2515,11,194,0
2516,11,195,0
2517,11,196,0
2518,11,197,1
2519,11,198,7
2520,11,199,18
2521,11,200,0
2522,11,201,0
2523,11,202,0
2524,11,203,15
2525,11,204,0
2526,11,205,0
2527,11,206,0
2528,11,207,0
2529,11,208,0
2530,11,209,0
2531,11,210,0
2532,12,0,0
2533,12,1,0
2534,12,2,0
2535,12,3,0
2536,12,4,0
2537,12,5,0
2538,12,6,15
2539,12,7,0
2540,12,8,0
2541,12,9,0
2542,12,10,0
2543,12,11,0
2544,12,12,0
2545,12,13,7
2546,12,14,0
2547,12,15,0
2548,12,16,0
2549,12,17,0
2550,12,18,15
2551,12,19,0
2552,12,20,0
2553,12,21,4
2554,12,22,0
2555,12,23,0
2556,12,24,0
2557,12,25,19
2558,12,26,0
2559,12,27,0
2560,12,28,9
2561,12,29,0
2562,12,30,0
2563,12,31,0
2564,12,32,0
2565,12,33,0
2566,12,34,0
2567,12,35,0
2568,12,36,0
2569,12,37,6
2570,12,38,6
2571,12,39,15
2572,12,40,0
2573,12,41,0
2574,12,42,0
2575,12,43,0
2576,12,44,0
2577,12,45,0
2578,12,46,0
2579,12,47,0
2580,12,48,0
2581,12,49,0
2582,12,50,0
2583,12,51,0
2584,12,52,0
2585,12,53,0
2586,12,54,0
2587,12,55,0
2588,12,56,0
2589,12,57,0
2590,12,58,0
2591,12,59,0
2592,12,60,0
2593,12,61,0
2594,12,62,0
2595,12,63,0
2596,12,64,0
2597,12,65,0
2598,12,66,0
2599,12,67,0
2600,12,68,0
2601,12,69,0
2602,12,70,0
2603,12,71,0
2604,12,72,0
2605,12,73,9
2606,12,74,5
2607,12,75,0
2608,12,76,0
2609,12,77,0
2610,12,78,0
2611,12,79,11
2612,12,80,0
2613,12,81,0
2614,12,82,0
2615,12,83,0
2616,12,84,4
2617,12,85,4
2618,12,86,0
2619,12,87,0
2620,12,88,11
2621,12,89,0
2622,12,90,0
2623,12,91,19
2624,12,92,0
2625,12,93,0
2626,12,94,0
2627,12,95,0
2628,12,96,0
2629,12,97,14
2630,12,98,0
2631,12,99,0
2632,12,100,1
2633,12,101,10
2634,12,102,0
2635,12,103,0
2636,12,104,12
2637,12,105,0
2638,12,106,0
2639,12,107,0
2640,12,108,0
2641,12,109,8
2642,12,110,0
2643,12,111,0
2644,12,112,0
2645,12,113,11
2646,12,114,0
2647,12,115,0
2648,12,116,4
2649,12,117,0
2650,12,118,11
2651,12,119,0
2652,12,120,0
2653,12,121,0
2654,12,122,0
2655,12,123,0
2656,12,124,2
2657,12,125,0
2658,12,126,0
2659,12,127,17
2660,12,128,7
2661,12,129,0
2662,12,130,0
2663,12,131,0
2664,12,132,2
2665,12,133,0
2666,12,134,12
2667,12,135,0
2668,12,136,7
2669,12,137,0
2670,12,138,0
2671,12,139,0
2672,12,140,0
2673,12,141,0
2674,12,142,0
2675,12,143,0
2676,12,144,0
2677,12,145,0
2678,12,146,0
2679,12,147,0
2680,12,148,19
2681,12,149,0
2682,12,150,0
2683,12,151,0
2684,12,152,0
2685,12,153,0
2686,12,154,0
2687,12,155,0
2688,12,156,0
2689,12,157,12
2690,12,158,0
2691,12,159,22
2692,12,160,0
2693,12,161,0
2694,12,162,0
2695,12,163,0
2696,12,164,0
2697,12,165,4
2698,12,166,0
2699,12,167,0
2700,12,168,0
2701,12,169,0
2702,12,170,3
2703,12,171,0
2704,12,172,10
2705,12,173,0
2706,12,174,0
2707,12,175,0
2708,12,176,0
2709,12,177,0
2710,12,178,20
2711,12,179,22
2712,12,180,0
2713,12,181,16
2714,12,182,0
2715,12,183,0
2716,12,184,0
2717,12,185,0
2718,12,186,0
2719,12,187,0
2720,12,188,0
2721,12,189,0
2722,12,190,18
2723,12,191,0
2724,12,192,0
2725,12,193,0
2726,12,194,0
2727,12,195,0
2728,12,196,0
2729,12,197,12
2730,12,198,0
2731,12,199,0
2732,12,200,0
2733,12,201,0
2734,12,202,0
2735,12,203,11
2736,12,204,0
2737,12,205,0
2738,12,206,1
2739,12,207,0
2740,12,208,0
2741,12,209,0
2742,12,210,0
2743,13,0,0
2744,13,1,0
2745,13,2,0
2746,13,3,0
2747,13,4,0
2748,13,5,13
2749,13,6,0
2750,13,7,0
2751,13,8,0
2752,13,9,0
2753,13,10,17
2754,13,11,16
2755,13,12,0
2756,13,13,0
2757,13,14,0
2758,13,15,0
2759,13,16,0
2760,13,17,0
2761,13,18,0
2762,13,19,10
2763,13,20,0
2764,13,21,0
2765,13,22,0
2766,13,23,20
2767,13,24,0
2768,13,25,0
2769,13,26,0
2770,13,27,0
2771,13,28,0
2772,13,29,5
2773,13,30,0
2774,13,31,5
2775,13,32,0
2776,13,33,0
2777,13,34,0
2778,13,35,0
2779,13,36,5
2780,13,37,0
2781,13,38,0
2782,13,39,0
2783,13,40,0
2784,13,41,0
2785,13,42,0
2786,13,43,12
2787,13,44,0
2788,13,45,7
2789,13,46,0
2790,13,47,7
2791,13,48,0
2792,13,49,4
2793,13,50,0
2794,13,51,0
2795,13,52,4
2796,13,53,0
2797,13,54,0
2798,13,55,15
2799,13,56,0
2800,13,57,0
2801,13,58,14
2802,13,59,0
2803,13,60,0
2804,13,61,0
2805,13,62,0
2806,13,63,0
2807,13,64,0
2808,13,65,0
2809,13,66,0
2810,13,67,0
2811,13,68,0
2812,13,69,0
2813,13,70,0
2814,13,71,0
2815,13,72,0
2816,13,73,0
2817,13,74,0
2818,13,75,0
2819,13,76,0
2820,13,77,0
2821,13,78,0
2822,13,79,0
2823,13,80,0
2824,13,81,0
2825,13,82,0
2826,13,83,0
2827,13,84,0
2828,13,85,16
2829,13,86,0
2830,13,87,0
2831,13,88,1
2832,13,89,9
2833,13,90,0
2834,13,91,0
2835,13,92,0
2836,13,93,0
2837,13,94,0
2838,13,95,7
2839,13,96,0
2840,13,97,1
2841,13,98,0
2842,13,99,0
2843,13,100,0
2844,13,101,0
2845,13,102,0
2846,13,103,0
2847,13,104,0
2848,13,105,0
2849,13,106,3
2850,13,107,0
2851,13,108,0
2852,13,109,0
2853,13,110,0
2854,13,111,0
2855,13,112,0
2856,13,113,0
2857,13,114,0
2858,13,115,0
2859,13,116,0
2860,13,117,0
2861,13,118,0
2862,13,119,0
2863,13,120,7
2864,13,121,0
2865,13,122,0
2866,13,123,19
2867,13,124,0
2868,13,125,0
2869,13,126,0
2870,13,127,0
2871,13,128,0
2872,13,129,0
2873,13,130,0
2874,13,131,0
2875,13,132,0
2876,13,133,0
2877,13,134,0
2878,13,135,20
2879,13,136,0
2880,13,137,0
2881,13,138,7
2882,13,139,9
2883,13,140,6
2884,13,141,0
2885,13,142,0
2886,13,143,7
2887,13,144,2
2888,13,145,0
2889,13,146,0
2890,13,147,0
2891,13,148,0
2892,13,149,0
2893,13,150,6
2894,13,151,14
2895,13,152,0
2896,13,153,0
2897,13,154,0
2898,13,155,0
2899,13,156,0
2900,13,157,0
2901,13,158,0
2902,13,159,0
2903,13,160,0
2904,13,161,0
2905,13,162,4
2906,13,163,0
2907,13,164,0
2908,13,165,0
2909,13,166,0
2910,13,167,0
2911,13,168,0
2912,13,169,0
2913,13,170,0
2914,13,171,0
2915,13,172,0
2916,13,173,0
2917,13,174,0
2918,13,175,11
2919,13,176,0
2920,13,177,3
2921,13,178,0
2922,13,179,11
2923,13,180,0
2924,13,181,0
2925,13,182,0
2926,13,183,0
2927,13,184,0
2928,13,185,14
2929,13,186,0
2930,13,187,0
2931,13,188,15
2932,13,189,0
2933,13,190,0
2934,13,191,0
2935,13,192,0
2936,13,193,0
2937,13,194,0
2938,13,195,0
2939,13,196,0
2940,13,197,0
2941,13,198,0
2942,13,199,0
2943,13,200,10
2944,13,201,0
2945,13,202,0
2946,13,203,0
2947,13,204,0
2948,13,205,0
2949,13,206,0
2950,13,207,0
2951,13,208,0
2952,13,209,10
2953,13,210,0
2954,14,0,0
2955,14,1,13
2956,14,2,0
2957,14,3,0
2958,14,4,19
2959,14,5,0
2960,14,6,0
2961,14,7,0
2962,14,8,0
2963,14,9,0
2964,14,10,0
2965,14,11,9
2966,14,12,0
2967,14,13,0
2968,14,14,0
2969,14,15,0
2970,14,16,10
2971,14,17,0
2972,14,18,0
2973,14,19,15
2974,14,20,0
2975,14,21,0
2976,14,22,0
2977,14,23,13
2978,14,24,10
2979,14,25,0
2980,14,26,0
2981,14,27,0
2982,14,28,0
2983,14,29,0
2984,14,30,0
2985,14,31,0
2986,14,32,0
2987,14,33,0
2988,14,34,0
2989,14,35,0
2990,14,36,0
2991,14,37,19
2992,14,38,0
2993,14,39,1
2994,14,40,12
2995,14,41,0
2996,14,42,0
2997,14,43,0
2998,14,44,0
2999,14,45,0
3000,14,46,0
3001,14,47,0
3002,14,48,0
3003,14,49,0
3004,14,50,0
3005,14,51,0
3006,14,52,0
3007,14,53,0
3008,14,54,0
3009,14,55,0
3010,14,56,0
3011,14,57,6
3012,14,58,0
3013,14,59,0
3014,14,60,0
3015,14,61,0
3016,14,62,0
3017,14,63,21
3018,14,64,0
3019,14,65,0
3020,14,66,0
3021,14,67,0
3022,14,68,0
3023,14,69,0
3024,14,70,0
3025,14,71,0
3026,14,72,0
3027,14,73,0
3028,14,74,0
3029,14,75,0
3030,14,76,0
3031,14,77,0
3032,14,78,0
3033,14,79,0
3034,14,80,15
3035,14,81,0
3036,14,82,0
3037,14,83,0
3038,14,84,0
3039,14,85,0
3040,14,86,0
3041,14,87,0
3042,14,88,0
3043,14,89,0
3044,14,90,19
3045,14,91,6
3046,14,92,0
3047,14,93,0
3048,14,94,0
3049,14,95,0
3050,14,96,1
3051,14,97,0
3052,14,98,0
3053,14,99,0
3054,14,100,0
3055,14,101,22
3056,14,102,0
3057,14,103,0
3058,14,104,0
3059,14,105,0
3060,14,106,0
3061,14,107,0
3062,14,108,0
3063,14,109,0
3064,14,110,17
3065,14,111,0
3066,14,112,0
3067,14,113,0
3068,14,114,0
3069,14,115,0
3070,14,116,0
3071,14,117,0
3072,14,118,2
3073,14,119,0
3074,14,120,0
3075,14,121,0
3076,14,122,0
3077,14,123,0
3078,14,124,0
3079,14,125,0
3080,14,126,0
3081,14,127,0
3082,14,128,0
3083,14,129,0
3084,14,130,0
3085,14,131,0
3086,14,132,0
3087,14,133,0
3088,14,134,0
3089,14,135,0
3090,14,136,0
3091,14,137,0
3092,14,138,0
3093,14,139,0
3094,14,140,0
3095,14,141,0
3096,14,142,19
3097,14,143,0
3098,14,144,0
3099,14,145,0
3100,14,146,0
3101,14,147,0
3102,14,148,0
3103,14,149,13
3104,14,150,0
3105,14,151,0
3106,14,152,0
3107,14,153,0
3108,14,154,0
3109,14,155,0
3110,14,156,0
3111,14,157,0
3112,14,158,0
3113,14,159,0
3114,14,160,0
3115,14,161,0
3116,14,162,0
3117,14,163,0
3118,14,164,0
3119,14,165,0
3120,14,166,0
3121,14,167,16
3122,14,168,9
3123,14,169,0
3124,14,170,21
3125,14,171,0
3126,14,172,0
3127,14,173,0
3128,14,174,0
3129,14,175,0
3130,14,176,0
3131,14,177,0
3132,14,178,0
3133,14,179,0
3134,14,180,0
3135,14,181,0
3136,14,182,0
3137,14,183,0
3138,14,184,0
3139,14,185,2
3140,14,186,0
3141,14,187,0
3142,14,188,10
3143,14,189,0
3144,14,190,0
3145,14,191,0
3146,14,192,0
3147,14,193,0
3148,14,194,0
3149,14,195,0
3150,14,196,0
3151,14,197,0
3152,14,198,10
3153,14,199,0
3154,14,200,0
3155,14,201,0
3156,14,202,0
3157,14,203,0
3158,14,204,0
3159,14,205,0
3160,14,206,0
3161,14,207,0
3162,14,208,0
3163,14,209,0
3164,14,210,0
3165,15,0,0
3166,15,1,0
3167,15,2,0
3168,15,3,0
3169,15,4,0
3170,15,5,0
3171,15,6,7
3172,15,7,13
3173,15,8,0
3174,15,9,0
3175,15,10,0
3176,15,11,0
3177,15,12,0
3178,15,13,4
3179,15,14,16
3180,15,15,5
3181,15,16,0
3182,15,17,1
3183,15,18,0
3184,15,19,0
3185,15,20,15
3186,15,21,0
3187,15,22,0
3188,15,23,0
3189,15,24,14
3190,15,25,0
3191,15,26,0
3192,15,27,0
3193,15,28,0
3194,15,29,0
3195,15,30,0
3196,15,31,0
3197,15,32,0
3198,15,33,0
3199,15,34,0
3200,15,35,14
3201,15,36,0
3202,15,37,0
3203,15,38,0
3204,15,39,0
3205,15,40,0
3206,15,41,5
3207,15,42,0
3208,15,43,10
3209,15,44,0
3210,15,45,0
3211,15,46,0
3212,15,47,0
3213,15,48,0
3214,15,49,0
3215,15,50,0
3216,15,51,11
3217,15,52,0
